Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite,Unite
068.02267,PIERRE FABRE MEDICAMENT,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),81,,07 07 99,Déchets non spécifiés ailleurs.,1064,t/an
068.02267,PIERRE FABRE MEDICAMENT,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),81,,16 03 06,Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.,1540,t/an
068.02267,PIERRE FABRE MEDICAMENT,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),81,,20 02 01,Déchets biodégradables,338,t/an
068.02267,PIERRE FABRE MEDICAMENT,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,81,,20 01 40,Métaux,37.8,t/an
068.02267,PIERRE FABRE MEDICAMENT,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,81,,20 01 01,Papier et carton,30.8,t/an
068.02267,PIERRE FABRE MEDICAMENT,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,81,,20 01 02,Verre,13.4,t/an
068.02267,PIERRE FABRE MEDICAMENT,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,81,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,32.6,t/an
068.02285,Gélatines WEISHARDT,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",31,,14,"Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées)",69.2,t/an
068.02285,Gélatines WEISHARDT,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",81,,14,"Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées)",6600,t/an
068.02285,Gélatines WEISHARDT,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",81,,9,Déchets banals des entreprises,1464,t/an
068.02285,Gélatines WEISHARDT,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),31,,2,Boues d'effluents industriels,346.4,t/an
068.02285,Gélatines WEISHARDT,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),32,,2,Boues d'effluents industriels,1596,t/an
068.02285,Gélatines WEISHARDT,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),81,,2,Boues d'effluents industriels,176,t/an
068.02298,TARNAISE DES PANNEAUX SAS,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",81,,20 03 99,Déchets municipaux non spécifiés ailleurs.,52,t/an
068.02298,TARNAISE DES PANNEAUX SAS,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),31,,10 01 03,Cendres volantes de tourbe et de bois non traité,4632,t/an
068.02298,TARNAISE DES PANNEAUX SAS,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),81,,10 01 03,Cendres volantes de tourbe et de bois non traité,714,t/an
068.02324,Eternit France- Usine de Terssac,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",81,,15 01 06,Emballages en mélange,147.88,t/an
068.02324,Eternit France- Usine de Terssac,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",31,,17 02 01,Bois,74.16,t/an
068.02324,Eternit France- Usine de Terssac,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),31,,15 01 01,Emballages en papier/carton,18.92,t/an
068.02324,Eternit France- Usine de Terssac,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,81,,17 04 07,Métaux en mélange,79.4,t/an
068.02324,Eternit France- Usine de Terssac,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,81,,15 01 02,Emballages en matières plastiques,21.08,t/an
068.02324,Eternit France- Usine de Terssac,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,81,,16 03 04,Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03,4014.92,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,11,,19 09 04,Charbon actif usé,38.4,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,31,,20 03 01,Déchets municipaux en mélange,3940,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",31,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",23.8,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,31,,15 01 03,Emballages en bois,2340,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),31,,20 02 01,Déchets biodégradables,304,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,59,,12 01 01,Limaille et chutes de métaux ferreux,1092,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,59,,12 01 03,Limaille et chutes de métaux non ferreux,63.8,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,59,,17 04 11,Câbles autres que ceux visés à la rubrique 17 04 10.,29.4,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,19,,12 01 03,Limaille et chutes de métaux non ferreux,13.36,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,31,,15 01 01,Emballages en papier/carton,232,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,92,,15 01 01,Emballages en papier/carton,1324,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,31,,15 01 02,Emballages en matières plastiques,212,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,81,,15 01 03,Emballages en bois,318,t/an
068.02344,AIRBUS Operations - Site Clément Ader,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,31,,20 01 01,Papier et carton,766,t/an
068.02412,SETMI,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",82,,19 01 99,Déchets non spécifiés ailleurs,94.2,t/an
068.02412,SETMI,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,31,,17 04 05,Fer et acier,0.892,t/an
068.02412,SETMI,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,31,,19 01 12,Mâchefers autres que ceux visés à la rubrique 19 01 11,117400,t/an
068.02417,SNPE Reconversion et Services - site Toulouse,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",65,,17 05 04,Terres et cailloux autres que ceux visés à la rubrique 17 05 03,1629.8,t/an
068.02417,SNPE Reconversion et Services - site Toulouse,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",82,,17 01 01,Béton,1475.68,t/an
068.02417,SNPE Reconversion et Services - site Toulouse,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",31,,17 02 03,Matières plastiques,14,t/an
068.02417,SNPE Reconversion et Services - site Toulouse,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",65,,17 05 04,Terres et cailloux autres que ceux visés à la rubrique 17 05 03,569.84,t/an
068.02417,SNPE Reconversion et Services - site Toulouse,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,31,,17 04 07,Métaux en mélange,150.12,t/an
068.02417,SNPE Reconversion et Services - site Toulouse,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,31,,17 01 01,Béton,5557.2,t/an
068.02417,SNPE Reconversion et Services - site Toulouse,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,31,,17 04 07,Métaux en mélange,19.28,t/an
068.02417,SNPE Reconversion et Services - site Toulouse,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,31,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",4.64,t/an
068.02417,SNPE Reconversion et Services - site Toulouse,Production de dÃ©chets non dangereux,2011,"R7 ",R7 Récupération des produits servant à capter les polluants,,BELGIQUE,19 02 99,Déchets non spécifiés ailleurs.,13.130,t/an
068.02424,STCM TOULOUSE,Production de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,69,,19 12 12,Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.,2140,t/an
068.02424,STCM TOULOUSE,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,45,,17 04 03,Plomb,7960,t/an
068.02424,STCM TOULOUSE,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,17 04 03,Plomb,15380,t/an
068.02430,TOTAL MARKETING France - Dépôt de Lespinasse,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",31,,17 02 02,Verre,10,t/an
068.02430,TOTAL MARKETING France - Dépôt de Lespinasse,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,31,,17 02 02,Verre,20,t/an
068.02430,TOTAL MARKETING France - Dépôt de Lespinasse,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,31,,17 05 04,Terres et cailloux autres que ceux visés à la rubrique 17 05 03,7319.54,t/an
068.02430,TOTAL MARKETING France - Dépôt de Lespinasse,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,31,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",192,t/an
068.02430,TOTAL MARKETING France - Dépôt de Lespinasse,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,31,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,31.44,t/an
068.02430,TOTAL MARKETING France - Dépôt de Lespinasse,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",82,,17 01 01,Béton,106.88,t/an
068.02430,TOTAL MARKETING France - Dépôt de Lespinasse,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",31,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",695.70,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",12,,15 01 02,Emballages en matières plastiques,9.8,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,38,,12 01 99,Déchets non spécifiés ailleurs.,492,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",12,,19 05 01,Fraction non compostée des déchets municipaux et assimilés,167.2,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",12,,20 03 04,Boues de fosses septiques,44,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,12,,15 01 03,Emballages en bois,260,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",60,,15 01 02,Emballages en matières plastiques,3.26,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",12,,16 01 20,Verre,2.92,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,BELGIQUE,10 05 11,Crasses et écumes autres que celles visées à la rubrique 10 05 10,3840,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,ESPAGNE,10 05 11,Crasses et écumes autres que celles visées à la rubrique 10 05 10,218,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,12,,19 12 02,Métaux ferreux,101.4,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,12,,03 03 08,Déchets provenant du tri de papier et de carton destinés au recyclage,9.6,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,34,,08 03 18,Déchets de toner d'impression autres que ceux visés à la rubrique 08 03 17,0.126,t/an
068.02476,VM BUILDING SOLUTIONS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,12,,15 01 01,Emballages en papier/carton,40.2,t/an
068.02505,ARKEMA,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,15 01 01,Emballages en papier/carton,17.68,t/an
068.02505,ARKEMA,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,15 01 02,Emballages en matières plastiques,23.92,t/an
068.02505,ARKEMA,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,20 01 01,Papier et carton,3.0,t/an
068.02505,ARKEMA,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,46.36,t/an
068.02505,ARKEMA,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,20 01 99,Autres fractions non spécifiées ailleurs.,4.04,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",65,,10 08 04,Fines et poussières,8.32,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,D12,"D12 Stockage permanent (par exemple, placement de conteneurs dans une mine, etc.)",65,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",4960,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,64,,07 02 99,Déchets non spécifiés ailleurs.,0.48,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,47,,08 03 18,Déchets de toner d'impression autres que ceux visés à la rubrique 08 03 17,0.016,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,65,,15 01 02,Emballages en matières plastiques,67.2,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,64,,15 01 03,Emballages en bois,206,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,65,,15 01 04,Emballages métalliques,3.88,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,65,,17 04 05,Fer et acier,161.2,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,17 04 01,"Cuivre, bronze, laiton",0.36,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,20 03 04,Boues de fosses septiques,7.6,t/an
068.02513,FERROPEM,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,65,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",1154,t/an
068.02516,IMERYS FUSED MINERALS BEYREDE,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",65,,01 03 08,Déchets de poussières et de poudres autres que ceux visés à la rubrique 01 03 07,3200,t/an
068.02516,IMERYS FUSED MINERALS BEYREDE,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",65,,01 03 99,Déchets non spécifiés ailleurs.,19.12,t/an
068.02516,IMERYS FUSED MINERALS BEYREDE,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",65,,10 08 04,Fines et poussières,1434,t/an
068.02516,IMERYS FUSED MINERALS BEYREDE,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",65,,17 06 04,Matériaux d'isolation autres que ceux visés aux rubriques 17 06 01 et 17 06 03,1.68,t/an
068.02516,IMERYS FUSED MINERALS BEYREDE,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,15 01 01,Emballages en papier/carton,2.68,t/an
068.02516,IMERYS FUSED MINERALS BEYREDE,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,76.6,t/an
068.02516,IMERYS FUSED MINERALS BEYREDE,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,31,,17 04 07,Métaux en mélange,164.8,t/an
068.02516,IMERYS FUSED MINERALS BEYREDE,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,64,,15 01 05,Emballages composites,6.76,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,03 03 09,Boues carbonatées,9000,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",31,,20 03 07,Déchets encombrants,384,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,31,,03 03 01,Déchets d'écorce et de bois,16000,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,03 03 01,Déchets d'écorce et de bois,214000,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,03 03 11,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 03 03 10,19560,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Production de dÃ©chets non dangereux,2011,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,31,,03 03 09,Boues carbonatées,81800,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Production de dÃ©chets non dangereux,2011,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,31,,03 03 11,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 03 03 10,53600,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,03 03 01,Déchets d'écorce et de bois,14160,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,31,,17 04 05,Fer et acier,346,t/an
068.02548,FIBRE EXCELLENCE Saint-Gaudens,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,11,,03 03 09,Boues carbonatées,5460,t/an
068.02560,ECONOTRE,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,31,,19 01 12,Mâchefers autres que ceux visés à la rubrique 19 01 11,81800,t/an
068.02586,TERREAL,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",81,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",1046,t/an
068.02586,TERREAL,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",11,,10 12 01,Déchets de préparation avant cuisson,12140,t/an
068.02586,TERREAL,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",11,,10 12 08,"Déchets de produits en céramique, briques, carrelage et matériaux de construction (après cuisson)",11940,t/an
068.02586,TERREAL,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",09,,15 01 06,Emballages en mélange,62.8,t/an
068.02586,TERREAL,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,09,,15 01 03,Emballages en bois,64,t/an
068.02586,TERREAL,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,09,,17 04 07,Métaux en mélange,36,t/an
068.02726,SUEZ R&V ENERGIE,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",82,,15,Résidus d'opérations thermiques,2012,t/an
068.02726,SUEZ R&V ENERGIE,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",82,,19 01 12,Mâchefers autres que ceux visés à la rubrique 19 01 11,9140,t/an
068.03107,MERIAL,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,33,,18 02 08,Médicaments autres que ceux visés à la rubrique 18 02 07,0.484,t/an
