Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite_admise,Quantite_traitee,Unite
055.04337,SECHE ECO INDUSTRIES,Traitement de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,,,19 01 12,Mâchefers autres que ceux visés à la rubrique 19 01 11,36200.000,36200.000,t/an
051.06806,OISE COMPOST - SEDE ENVIRONNEMENT,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,65200.000,65200.000,t/an
055.00224,Novergie Centre Ouest,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,9,Déchets banals des entreprises,16520.000,16520.000,t/an
061.05034,FMI Process (four de station d'épuration),Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,19 08 05,Boues provenant du traitement des eaux usées urbaines,6740.000,6740.000,t/an
722.27802,SAint Brieuc Armmor Agglomération - Direction de l'Eau et Assainissement,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,19 08 09,Mélanges de graisse et d'huile provenant de la séparation huile/eaux usées ne contenant que des huiles et graisses alimentaires,1730.000,1730.000,t/an
063.01109,SOTREMO,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,02 01 09,Déchets agrochimiques autres que ceux visés à la rubrique 02 01 08,14.120,14.120,t/an
052.00361,SIAP,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,11 05 99,Déchets non spécifiés ailleurs.,17.840,17.840,t/an
061.02859,SIRA,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,10 03 05,Déchets d'alumine,50.200,50.200,t/an
058.01842,ETARES,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,16 03 04,Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03,406.000,406.000,t/an
072.01159,FONDERIE DU POITOU FONTE,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 08 14,Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13,468.000,468.000,t/an
052.09193,SUEZ ORGANIQUE SAS - TERRES DES GAVES,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 02 04,Boues provenant du traitement in situ des effluents,1412.000,1412.000,t/an
062.00856,SFTR - ISDND DE PAGNY SUR MEUSE,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 08 05,Boues provenant du traitement des eaux usées urbaines,61.200,61.200,t/an
070.02868,GALLOO PLASTICS S.A,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,16 02 16,Composants retirés des équipements mis au rebut autres que ceux visés à la rubrique 16 02 15.,25400.000,25400.000,t/an
064.00277,SONITHERM,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,74000.000,74000.000,t/an
064.00322,OREDUI,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,20 01 36,"équipements électriques et électroniques mis au rebut autres que ceux visés aux rubriques 20 01 21, 20 01 23 et 20 01 35",228.000,228.000,t/an
064.00998,SOLAMAT MEREX FOS-SUR-MER,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,08 04 99,Déchets non spécifiés ailleurs.,322.000,322.000,t/an
067.02305,SUEZ ORGANIQUE - ANNA COMPOST,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",114000.000,114000.000,t/an
063.02514,Installation de Stockage des Déchets,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 12 12,Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.,568.000,568.000,t/an
067.02002,Sprinar Compotech,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 03 04,Matières impropres à la consommation ou à la transformation,1376.000,1376.000,t/an
058.00433,Lafargeholcim Ciments Usine du Havre Saint Vigor,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,19 02 06,Boues provenant des traitements physicochimiques autres que celles visées à la rubrique 19 02 05,422.000,422.000,t/an
072.02617,Séché Eco-Industries,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,15 01 06,Emballages en mélange,290.000,290.000,t/an
065.01113,Routière de l'Est Parisien (Site de Fouju-Moisenay),Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,16 01 99,Déchets non spécifiés ailleurs.,27400.000,27400.000,t/an
100.08427,SETRAD,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",35920.000,35920.000,t/an
221.00285,COLLECTIVITE DE SAINT-MARTIN - ISDND,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,8,Ordures ménagères,62400.000,62400.000,t/an
065.11555,Société des Eaux de Melun - UEB,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,19 08 05,Boues provenant du traitement des eaux usées urbaines,7440.000,7440.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,19 08 09,Mélanges de graisse et d'huile provenant de la séparation huile/eaux usées ne contenant que des huiles et graisses alimentaires,0.000,282.000,t/an
054.05493,Bio Bessin Energie - site de Ryes,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",41600.000,41600.000,t/an
061.02859,SIRA,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,12 01 15,Boues d'usinage autres que celles visées à la rubrique 12 01 14,5.720,5.720,t/an
061.03190,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,16 10 02,Déchets liquides aqueux autres que ceux visés à la rubrique 16 10 01,434.000,434.000,t/an
063.02261,SAS DUFEU,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,7,"Fèces, urines et fumier animaux",39840.000,39840.000,t/an
051.03936,IDEX ENVIRONNEMENT AGRIVAL,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 06 04,Digestats provenant du traitement anaérobie des déchets municipaux,26400.000,26400.000,t/an
057.03294,SUEZ ORGANIQUE - Site de Bossancourt,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,2,Boues d'effluents industriels,10000.000,10000.000,t/an
063.05042,Unité de compostage de Trangé,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,20 02 01,Déchets biodégradables,8520.000,8520.000,t/an
063.02271,FERS,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",60400.000,60400.000,t/an
070.02302,SUEZ RV OSIS NORD,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,19 02 03,Déchets prémélangés composés seulement de déchets non dangereux,110.200,110.200,t/an
061.08002,Aquapole STEP (GRENOBLE ALPES METROPOLE),Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,113200.000,113200.000,t/an
053.01536,SUEZ RV GRAND OUEST METAUX,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,20 01 40,Métaux,21000.000,21000.000,t/an
070.01271,ARF,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,04 02 15,Déchets provenant des finitions autres que ceux visés à la rubrique 04 02 14,82.400,82.400,t/an
070.00750,RECYTECH sa,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,19 02 06,Boues provenant des traitements physicochimiques autres que celles visées à la rubrique 19 02 05,10460.000,10460.000,t/an
058.00313,SONOLUB,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,16 07 99,Déchets non spécifiés ailleurs.,39.600,39.600,t/an
100.04997,LANDRE,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,9,Déchets banals des entreprises,11440.000,11440.000,t/an
054.01296,Usine de Frangey,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,19 02 06,Boues provenant des traitements physicochimiques autres que celles visées à la rubrique 19 02 05,1030.000,1030.000,t/an
122.00020,SUEZ RV CENTRE EST,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",58.200,58.200,t/an
061.07131,NICOLLIN SAS,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,07 07 12,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 07 07 11,1392.000,1392.000,t/an
058.00420,Ecologic Petroleum Recovery,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,07 02 99,Déchets non spécifiés ailleurs.,758.000,758.000,t/an
